losses,accuracies
0.004008025862276554,0.058359622955322266
0.0003103728231508285,0.048603929579257965
0.04486575350165367,0.0674566999077797
0.0302081611007452,0.045621782541275024
0.014141423627734184,0.07153179496526718
0.0038297080900520086,0.9353312253952026
0.0002611534437164664,0.8759048581123352
0.04026313126087189,0.8632634282112122
0.025484386831521988,0.9433407187461853
0.013162815943360329,0.7940751314163208
0.003714100457727909,0.9384858012199402
0.00018320789968129247,0.9017580151557922
0.03573143482208252,0.8814949989318848
0.02162853255867958,0.9477556943893433
0.012019368819892406,0.8417630195617676
0.003765916218981147,0.9369085431098938
0.00013386306818574667,0.9100310206413269
0.0318426750600338,0.8933454751968384
0.018890615552663803,0.9440765380859375
0.011016962118446827,0.8663294911384583
0.004117921460419893,0.9369085431098938
0.00010394509445177391,0.9162358045578003
0.028779318556189537,0.9024612307548523
0.016902578994631767,0.9433407187461853
0.010206987150013447,0.8735548853874207
0.0046205902472138405,0.9369085431098938
8.475421054754406e-05,0.9234746694564819
0.026346122846007347,0.9097538590431213
0.015415032394230366,0.9448123574256897
0.009574292227625847,0.8800578117370605
0.0051922257989645,0.9337539672851562
7.188061863416806e-05,0.924508810043335
0.024382075294852257,0.9097538590431213
0.014270639047026634,0.9455481767654419
0.009079761803150177,0.8858381509780884
0.0057746535167098045,0.9353312253952026
6.270212179515511e-05,0.9234746694564819
0.02277512662112713,0.911577045917511
0.013365961611270905,0.9448123574256897
0.008686532266438007,0.8865606784820557
0.006325381342321634,0.9321766495704651
5.590759246842936e-05,0.924508810043335
0.021443568170070648,0.9152233600616455
0.012632584199309349,0.9455481767654419
0.008368393406271935,0.8894508481025696
0.0068304650485515594,0.9305993914604187
5.07818695041351e-05,0.9255428910255432
0.02032599411904812,0.9152233600616455
0.01202496886253357,0.9455481767654419
0.00810895673930645,0.8901734352111816
0.007285889703780413,0.9305993914604187
4.672895011026412e-05,0.9265770316123962
0.019377069547772408,0.9152233600616455
0.01151197962462902,0.9455481767654419
0.007895599119365215,0.8901734352111816
0.0076905423775315285,0.9305993914604187
4.327203714638017e-05,0.9276111721992493
0.01856349967420101,0.9179580807685852
0.011071696877479553,0.9470198750495911
0.007718921639025211,0.8908959627151489
0.008046244271099567,0.9305993914604187
4.0649541915627196e-05,0.9276111721992493
0.017859725281596184,0.9197812080383301
0.01068840827792883,0.9462840557098389
0.00757178058847785,0.8916184902191162
0.008357149548828602,0.9305993914604187
3.8265450712060556e-05,0.9286453127861023
0.017246054485440254,0.9197812080383301
0.010350389406085014,0.9462840557098389
0.007448647171258926,0.8901734352111816
0.008628442883491516,0.9290220737457275
3.611976353568025e-05,0.9296793937683105
0.016707299277186394,0.9206928014755249
0.010049008764326572,0.9448123574256897
0.007345148362219334,0.8908959627151489
0.008865691721439362,0.9290220737457275
3.45700973412022e-05,0.9286453127861023
0.01623133011162281,0.9206928014755249
0.00977751798927784,0.9448123574256897
0.007257727440446615,0.8908959627151489
0.00907479040324688,0.9290220737457275
3.302042750874534e-05,0.9296793937683105
0.01580868288874626,0.9206928014755249
0.009530789218842983,0.9455481767654419
0.007183783687651157,0.8916184902191162
0.009260551072657108,0.9274448156356812
3.1709168979432434e-05,0.9296793937683105
0.015431832522153854,0.9197812080383301
0.009304755367338657,0.9455481767654419
0.007120952010154724,0.8916184902191162
0.009428011253476143,0.9290220737457275
3.0397906812140718e-05,0.9296793937683105
0.015094478614628315,0.9197812080383301
0.009096399880945683,0.9455481767654419
0.00706738093867898,0.8923410177230835
0.00958083663135767,0.9290220737457275
2.90866428258596e-05,0.9296793937683105
0.014791586436331272,0.9197812080383301
0.00890309177339077,0.9448123574256897
0.007021574769169092,0.8908959627151489
0.00972216296941042,0.9274448156356812
2.8013790142722428e-05,0.9296793937683105
0.014518805779516697,0.9197812080383301
0.008722735568881035,0.9455481767654419
0.006982337683439255,0.8916184902191162
0.009854408912360668,0.9274448156356812
2.7179348762729205e-05,0.9286453127861023
0.014272517524659634,0.9206928014755249
0.0085538225248456,0.9448123574256897
0.006948515772819519,0.8923410177230835
0.00997928623110056,0.9274448156356812
2.634490556374658e-05,0.9286453127861023
0.01404966227710247,0.9197812080383301
0.008394857868552208,0.9440765380859375
0.0069193667732179165,0.8916184902191162
0.010098508559167385,0.92586749792099
2.5510462364763953e-05,0.9296793937683105
0.013847588561475277,0.9206928014755249
0.008244840428233147,0.9433407187461853
0.0068940455093979836,0.8923410177230835
0.010212663561105728,0.9242902398109436
2.4676019165781327e-05,0.9296793937683105
0.013663881458342075,0.9206928014755249
0.008102793246507645,0.9433407187461853
0.006871916353702545,0.8923410177230835
0.01032281294465065,0.92586749792099
2.396077979938127e-05,0.9296793937683105
0.01349656656384468,0.9225159287452698
0.007967875339090824,0.9426048398017883
0.006852590478956699,0.8923410177230835
0.01042931154370308,0.92586749792099
2.3364747903542593e-05,0.9296793937683105
0.01334395445883274,0.9234275221824646
0.00783945806324482,0.9411332011222839
0.006835492793470621,0.8923410177230835
0.010532748885452747,0.92586749792099
2.276871418871451e-05,0.9296793937683105
0.013204468414187431,0.9234275221824646
0.007716981228441,0.9411332011222839
0.006820303853601217,0.8916184902191162
0.010633478872478008,0.92586749792099
2.2172682292875834e-05,0.9296793937683105
0.013076785951852798,0.9243391156196594
0.007599839009344578,0.9411332011222839
0.006806683726608753,0.8916184902191162
0.010731618851423264,0.92586749792099
2.169585604860913e-05,0.9307135343551636
0.012959710322320461,0.9225159287452698
0.007487751543521881,0.9418690204620361
0.00679424311965704,0.8916184902191162
0.010827580466866493,0.92586749792099
2.109982233378105e-05,0.9296793937683105
0.012852272018790245,0.9234275221824646
0.007380250841379166,0.9411332011222839
0.006782853044569492,0.8930636048316956
0.010921248234808445,0.92586749792099
