client_id,communication_round,local_training_loss,local_model_testing_accuracy,global_model_accuracy
3,1,0.004272250458598137,0.9747633934020996,0.037854891270399094
3,2,0.0039296820759773254,0.9731861352920532,0.9495267868041992
3,3,0.0037458613514900208,0.9700315594673157,0.9526813626289368
3,4,0.005985977128148079,0.9716088175773621,0.9542586803436279
3,5,0.008546721190214157,0.9716088175773621,0.9511041045188904
3,6,0.0105612026527524,0.9716088175773621,0.9542586803436279
3,7,0.011995733715593815,0.9700315594673157,0.9542586803436279
3,8,0.012898512184619904,0.9700315594673157,0.9526813626289368
3,9,0.01338515430688858,0.9684542417526245,0.9542586803436279
3,10,0.013581841252744198,0.9700315594673157,0.9542586803436279
3,11,0.013592800125479698,0.9700315594673157,0.9558359384536743
3,12,0.013492577709257603,0.9700315594673157,0.9574132561683655
3,13,0.013331221416592598,0.9700315594673157,0.9558359384536743
3,14,0.013140342198312283,0.9684542417526245,0.9542586803436279
3,15,0.012939661741256714,0.9684542417526245,0.9542586803436279
3,16,0.012741228565573692,0.9684542417526245,0.9542586803436279
3,17,0.012551735155284405,0.9684542417526245,0.9542586803436279
3,18,0.012375193648040295,0.9684542417526245,0.9542586803436279
3,19,0.012213235720992088,0.9700315594673157,0.9542586803436279
3,20,0.012066731229424477,0.9700315594673157,0.9542586803436279
3,21,0.011935329996049404,0.9700315594673157,0.9542586803436279
3,22,0.011818857863545418,0.9700315594673157,0.9542586803436279
3,23,0.011716377921402454,0.9700315594673157,0.9542586803436279
3,24,0.011627070605754852,0.9684542417526245,0.9542586803436279
3,25,0.011549647897481918,0.9684542417526245,0.9542586803436279
3,26,0.011483412235975266,0.9684542417526245,0.9542586803436279
3,27,0.011427132412791252,0.9668769836425781,0.9526813626289368
3,28,0.01137993112206459,0.9668769836425781,0.9511041045188904
3,29,0.011340813711285591,0.9684542417526245,0.9511041045188904
3,30,0.010091246105730534,0.9716088175773621,0.9511041045188904
3,31,0.0115945003926754,0.9716088175773621,0.9495267868041992
