loss,accuracy
0.014921329915523529,0.5469653010368347
0.003423980437219143,0.8722397685050964
0.0003545847721397877,0.974146842956543
0.03590695932507515,0.3392200171947479
0.039975300431251526,0.18687328696250916
0.01512455940246582,0.43352600932121277
0.0035834931768476963,0.3138801157474518
0.04201323911547661,0.05469462275505066
0.0002762889489531517,0.8366080522537231
0.03564967215061188,0.1434878557920456
0.013348008506000042,0.9674855470657349
0.0038998231757432222,0.9526813626289368
0.04020395502448082,0.6982679963111877
0.000300958170555532,0.5553257465362549
0.03340112417936325,0.952170729637146
0.014226198196411133,0.5838150382041931
0.0039299847558140755,0.9511041045188904
0.03958330303430557,0.7037374377250671
0.00030489088385365903,0.4250258505344391
0.032840546220541,0.9595290422439575
0.014669996686279774,0.26445087790489197
0.0034468304365873337,0.624605655670166
0.041340384632349014,0.19598905742168427
0.0003280101518612355,0.9565666913986206
0.034062743186950684,0.3885209858417511
0.01433813851326704,0.9197976589202881
0.0031017218716442585,0.585173487663269
0.0003721021639648825,0.9824198484420776
0.041952844709157944,0.07839562743902206
0.03428780287504196,0.27446651458740234
0.014979356899857521,0.5115606784820557
0.0038317886646836996,0.9763407111167908
0.000325388420606032,0.6091002821922302
0.038628432899713516,0.2798541486263275
0.03707759454846382,0.40765267610549927
0.015010458417236805,0.2745664715766907
0.003489152994006872,0.5646687746047974
0.0003097769513260573,0.7269906997680664
0.03870370239019394,0.8605287075042725
0.03580629825592041,0.7373068332672119
0.014204064384102821,0.9501445293426514
0.0036503018345683813,0.7145110368728638
0.000316212244797498,0.9038262963294983
0.039492763578891754,0.3081130385398865
0.03673960268497467,0.3495216965675354
0.014275947585701942,0.964595377445221
0.003557217074558139,0.886435329914093
0.00030882356804795563,0.4415718615055084
0.037534669041633606,0.9580674767494202
0.03592364117503166,0.9190581440925598
0.014739480800926685,0.39378613233566284
0.0038485447876155376,0.9495267868041992
0.00030560590676032007,0.39296793937683105
0.03880281001329422,0.8085688352584839
0.03328331559896469,0.9580574035644531
0.014844691380858421,0.1654624342918396
0.0035666865296661854,0.9179810881614685
0.0003058442671317607,0.353671133518219
0.03729957714676857,0.9617137908935547
0.03519226238131523,0.9381898641586304
0.014954867772758007,0.08381503075361252
0.003342635929584503,0.6009463667869568
0.00032872517476789653,0.9513960480690002
0.04044004902243614,0.2206016480922699
0.03520197793841362,0.33112582564353943
0.01439366489648819,0.9183526039123535
0.0035470968578010798,0.2681387960910797
0.0002802217786666006,0.8117890357971191
0.04189949855208397,0.09206928312778473
0.035425636917352676,0.13907285034656525
0.01333705522119999,0.9682080745697021
0.0030732285231351852,0.5473186373710632
0.0003668589051812887,0.9824198484420776
0.04217277467250824,0.03646308183670044
0.034469906240701675,0.22884473204612732
0.014723013155162334,0.5859826803207397
0.0034074047580361366,0.8375394344329834
0.0003594706067815423,0.974146842956543
0.04038291424512863,0.17502279579639435
0.035854510962963104,0.32891830801963806
0.015046860091388226,0.46170520782470703
0.0033437018282711506,0.49684542417526245
0.0003415954706724733,0.9544984698295593
0.04194030910730362,0.04284412041306496
0.03546067699790001,0.2141280323266983
0.014394517056643963,0.9219653010368347
0.0031980304047465324,0.8990536332130432
0.000348268891684711,0.9451913237571716
0.03962194174528122,0.9216043949127197
0.03446362912654877,0.9455481767654419
0.014831885695457458,0.46820810437202454
0.0033318009227514267,0.49211356043815613
0.00031668893643654883,0.694932758808136
0.03868170827627182,0.8742023706436157
0.03490191698074341,0.7211184501647949
0.014176780357956886,0.9501445293426514
0.003634148044511676,0.891167163848877
0.00029202012228779495,0.4033091962337494
0.03788590431213379,0.9617137908935547
0.03188098222017288,0.9617365598678589
0.014391648583114147,0.3099710941314697
0.0034271180629730225,0.534700334072113
0.000302030734019354,0.6876938939094543
0.037832096219062805,0.9079307317733765
0.033972784876823425,0.7623252272605896
0.014164155349135399,0.9443641901016235
0.0034453505650162697,0.8927444815635681
0.0003475538978818804,0.9731127023696899
0.03932995721697807,0.4621695578098297
0.03548917546868324,0.5805739760398865
0.014926696196198463,0.5404624342918396
0.00383677426725626,0.9526813626289368
0.00031275625224225223,0.4839710593223572
0.03935182839632034,0.7247037291526794
0.033166054636240005,0.9536423683166504
0.01481289230287075,0.15028901398181915
0.003701896406710148,0.801261842250824
0.00031728477915748954,0.9255428910255432
0.03983650356531143,0.2798541486263275
0.03572769835591316,0.412067711353302
0.014302258379757404,0.9609826803207397
0.0037068661767989397,0.9006308913230896
0.000289159914245829,0.39917269349098206
0.03210018575191498,0.9646798968315125
0.014391657896339893,0.3070809245109558
0.03847077116370201,0.9489516615867615
0.003512533148750663,0.9069400429725647
0.03966118395328522,0.6025524139404297
0.00034767304896377027,0.9689761996269226
0.035286642611026764,0.7689477801322937
0.015054894611239433,0.41040462255477905
0.0038319833111017942,0.9526813626289368
0.0003129946126136929,0.4808686673641205
0.03946145623922348,0.7256153225898743
0.03307417780160904,0.9551140666007996
0.014859741553664207,0.11416184902191162
0.0035937312059104443,0.9384858012199402
0.00033945043105632067,0.8707342147827148
0.04063916578888893,0.6982679963111877
0.03153740614652634,0.9551140666007996
0.014958729036152363,0.2933526039123535
0.003163560526445508,0.6324921250343323
0.0003761537664104253,0.9813857078552246
0.04183943569660187,0.3436645269393921
0.03367782384157181,0.5960264801979065
0.015234683640301228,0.4125722646713257
0.003627343103289604,0.7160883545875549
0.00033146608620882034,0.936918318271637
0.04059342294931412,0.16226071119308472
0.03600494936108589,0.29727742075920105
0.01436152495443821,0.9631502628326416
0.0035553823690861464,0.9006308913230896
0.0003131137927994132,0.45191314816474915
0.03780130669474602,0.9580674767494202
0.03572181984782219,0.9220014810562134
0.014742689207196236,0.3713872730731964
0.0032496715430170298,0.9116719365119934
0.0003387354372534901,0.8945191502571106
0.038099709898233414,0.9498632550239563
0.034619271755218506,0.9492273926734924
0.01501070149242878,0.325144499540329
0.0036012467462569475,0.897476315498352
0.00029738296871073544,0.38986557722091675
0.03757704421877861,0.9626253247261047
0.03180193528532982,0.9654157757759094
0.014780539087951183,0.09393063932657242
0.0035843218211084604,0.8958990573883057
0.00030727434204891324,0.36194416880607605
0.03680774196982384,0.9635369181632996
0.035047318786382675,0.9345106482505798
0.014961464330554008,0.07803468406200409
0.00354029075242579,0.8769716024398804
0.00030632095877081156,0.3443640172481537
0.03678443655371666,0.9635369181632996
0.035612285137176514,0.9249448180198669
0.014974902383983135,0.059248555451631546
0.0034936515148729086,0.9369085431098938
0.00033742457162588835,0.8655635714530945
0.03965017572045326,0.776663601398468
0.03199193999171257,0.9551140666007996
0.015015674754977226,0.2810693681240082
0.0035449666902422905,0.9242902398109436
0.0003135904553346336,0.4405377507209778
0.037394676357507706,0.9608021974563599
0.03481043502688408,0.9411332011222839
0.014977770857512951,0.10332369804382324
0.0035069689620286226,0.9384858012199402
0.0003389737685211003,0.8697000741958618
0.03993692621588707,0.7730173468589783
0.0318816639482975,0.9543782472610474
0.015011516399681568,0.28468209505081177
0.0034088848624378443,0.7192429304122925
0.00031287543242797256,0.8345398306846619
0.038773808628320694,0.8805834054946899
0.03375747427344322,0.8344370722770691
0.014231237582862377,0.9472543597221375
0.003448191797360778,0.8895899057388306
0.00034981805947609246,0.9731127023696899
0.03958495333790779,0.43664538860321045
0.035227637737989426,0.560706377029419
0.014949850738048553,0.5332369804382324
0.0036496510729193687,0.9022082090377808
0.00029869386344216764,0.4012409448623657
0.038302984088659286,0.952597975730896
0.03207125887274742,0.9654157757759094
0.01470830850303173,0.13078035414218903
0.0035392255522310734,0.9384858012199402
0.0003375437227077782,0.8665977120399475
0.040231265127658844,0.7793983817100525
0.031159499660134315,0.9543782472610474
0.014952309429645538,0.2976878583431244
0.003548280568793416,0.9274448156356812
0.0003143055073451251,0.4446742534637451
0.0374809168279171,0.9608021974563599
0.03459547832608223,0.9433407187461853
0.014967521652579308,0.10910404473543167
0.0032546459697186947,0.914826512336731
0.00033968876232393086,0.8903826475143433
0.03800022974610329,0.9507748484611511
0.03435862064361572,0.952170729637146
0.015077549032866955,0.30274567008018494
0.0035335442516952753,0.8895899057388306
0.00031394799589179456,0.42709410190582275
0.03696390613913536,0.9626253247261047
0.03558499366044998,0.9271523356437683
0.014981199987232685,0.09826589375734329
0.0038306228816509247,0.9495267868041992
0.00030763185350224376,0.3908996880054474
0.03860796242952347,0.8122151494026184
0.03316223621368408,0.9595290422439575
0.01491544395685196,0.06213872879743576
0.003699470544233918,0.8044164180755615
0.00031609306461177766,0.9265770316123962
0.03958714008331299,0.29808568954467773
0.03571280092000961,0.41574686765670776
0.014320979826152325,0.9609826803207397
0.00345606473274529,0.875394344329834
0.000348268891684711,0.975180983543396
0.039870165288448334,0.20419324934482574
0.035761941224336624,0.3590875566005707
0.014948065392673016,0.5317919254302979
0.003230069763958454,0.4984227120876312
0.0002982171718031168,0.1644260585308075
0.036377910524606705,0.9671832323074341
0.03454707935452461,0.7873436212539673
0.014743736013770103,0.125
0.0034317949321120977,0.9069400429725647
0.00035041390219703317,0.9669079780578613
0.039034560322761536,0.6326344609260559
0.035699985921382904,0.7071375846862793
0.015161980874836445,0.3742774426937103
0.0034057472366839647,0.8785489201545715
0.0003554189461283386,0.9731127023696899
0.03971004858613014,0.2588878870010376
0.03584212064743042,0.3988226652145386
0.015187757089734077,0.4053468108177185
0.003837661584839225,0.9526813626289368
0.0003149013500660658,0.4850051701068878
0.03949896618723869,0.7128532528877258
0.03329477831721306,0.951434850692749
0.014889965765178204,0.10260115563869476
0.003595388028770685,0.9384858012199402
0.0003401654539629817,0.8717683553695679
0.04065295308828354,0.6964448690414429
0.03158793970942497,0.9551140666007996
0.014970870688557625,0.2897398769855499
0.0037960191257297993,0.897476315498352
0.000310730334604159,0.9027921557426453
0.04109412059187889,0.663628101348877
0.031452469527721405,0.9205297827720642
0.014142446219921112,0.9197976589202881
0.003477610880509019,0.6167192459106445
0.00030501006403937936,0.7817993760108948
0.039249710738658905,0.8742023706436157
0.03352278843522072,0.7932302951812744
0.014111040160059929,0.9515895843505859
0.003404740709811449,0.41640380024909973
0.00030357998912222683,0.6494312286376953
0.038551632314920425,0.8705560564994812
0.034526653587818146,0.6880058646202087
0.01406512875109911,0.9530346989631653
0.0036603016778826714,0.8895899057388306
0.0002873722987715155,0.3971044421195984
0.03788214549422264,0.9617137908935547
0.031759437173604965,0.9617365598678589
0.014384083449840546,0.3280346691608429
0.003385914722457528,0.652996838092804
0.00032586511224508286,0.950361967086792
0.040608808398246765,0.4083864986896515
0.03405008465051651,0.5592347383499146
0.01431027241051197,0.9226878881454468
0.00362219475209713,0.9022082090377808
0.0002935693773906678,0.5036194324493408
0.0386236272752285,0.9544211626052856
0.03161253407597542,0.9661515951156616
0.014373309910297394,0.34971097111701965
0.0031312797218561172,0.687697172164917
0.0003693613689392805,0.9824198484420776
0.04114918038249016,0.4977210462093353
0.033653344959020615,0.7225901484489441
0.015123935416340828,0.4255780279636383
0.003669532248750329,0.8738170266151428
0.0003178806509822607,0.9265770316123962
0.04152493178844452,0.6581586003303528
0.03207364305853844,0.9013980627059937
0.014140265062451363,0.9284682273864746
0.003699648194015026,0.7570977807044983
0.00032062159152701497,0.9276111721992493
0.04037804529070854,0.2707383632659912
0.035566963255405426,0.40691685676574707
0.014262773096561432,0.9631502628326416
0.0033936703111976385,0.511040985584259
0.0003307510633021593,0.9451913237571716
0.04186410829424858,0.06836827844381332
0.03521289303898811,0.23546725511550903
0.014257417991757393,0.9320809245109558
0.0040131257846951485,0.9337539672851562
0.0002862997353076935,0.5305067300796509
0.04096681624650955,0.7019143104553223
0.029483042657375336,0.9705665707588196
0.014187069609761238,0.3713872730731964
0.003752124961465597,0.48422712087631226
0.00026258357684127986,0.8593588471412659
0.041540488600730896,0.24612580239772797
0.03271044045686722,0.3877851366996765
0.013210797682404518,0.9653179049491882
0.00363053847104311,0.2681387960910797
0.00027307120035402477,0.7983453869819641
0.04230682551860809,0.11577028036117554
0.034098196774721146,0.18395879864692688
0.013148796744644642,0.9667630195617676
0.0038832041900604963,0.9526813626289368
0.00029952809563837945,0.5615305304527283
0.040369074791669846,0.6973564028739929
0.033206697553396225,0.9543782472610474
0.01424340344965458,0.5852600932121277
0.003206973196938634,0.6719242930412292
0.00036769305006600916,0.9824198484420776
0.04159737005829811,0.3327256143093109
0.03415714204311371,0.571743905544281
0.0150366872549057,0.4552023112773895
0.0035740246530622244,0.31545740365982056
0.00028379703871905804,0.8490175604820251
0.04253830015659332,0.058340929448604584
0.03478933498263359,0.16409124433994293
0.013356976211071014,0.9667630195617676
0.0038763436023145914,0.9526813626289368
0.0003040566807612777,0.5604963898658752
0.04027824103832245,0.6982679963111877
0.03327171131968498,0.9536423683166504
0.014233189634978771,0.5888728499412537
0.003933710046112537,0.9511041045188904
0.0003060825983993709,0.4250258505344391
0.039601199328899384,0.7037374377250671
0.032565854489803314,0.9595290422439575
0.014674058184027672,0.263005793094635
0.003447895869612694,0.624605655670166
0.00032824851223267615,0.9565666913986206
0.041347961872816086,0.19598905742168427
0.03432422876358032,0.3885209858417511
0.014339787885546684,0.9197976589202881
0.0033500369172543287,0.4889589846134186
0.0003359945258125663,0.949327826499939
0.04219331219792366,0.0647219717502594
0.034800637513399124,0.2303164154291153
0.01431815791875124,0.9306358098983765
0.003460385836660862,0.914826512336731
0.0003398079425096512,0.9265770316123962
0.04180314764380455,0.664539635181427
0.031837161630392075,0.9433407187461853
0.014599109068512917,0.4992774426937103
0.0036459823604673147,0.3753943145275116
0.00027616979787126184,0.8603929877281189
0.042274508625268936,0.1267092078924179
0.033674512058496475,0.25607064366340637
0.013282227329909801,0.9660404920578003
0.003681306494399905,0.9006308913230896
0.0002849888114724308,0.5067217946052551
0.03942536935210228,0.951686441898346
0.0315980538725853,0.9646798968315125
0.0140178631991148,0.5101156234741211
0.0032639431301504374,0.9164037704467773
0.00033480284037068486,0.8934850096702576
0.03863723203539848,0.9498632550239563
0.03346661105751991,0.9558498859405518
0.014830333180725574,0.39667630195617676
0.0035272110253572464,0.8895899057388306
0.0003135904553346336,0.43640124797821045
0.03708820417523384,0.9653600454330444
0.03541534021496773,0.9293597936630249
0.014924274757504463,0.13945086300373077
0.003672431455925107,0.8943217396736145
0.00029094755882397294,0.336091011762619
0.037171464413404465,0.9617137908935547
0.03203963115811348,0.9654157757759094
0.014784182421863079,0.08020231127738953
0.00329793244600296,0.4826498329639435
0.0002873722987715155,0.080661840736866
0.03528553619980812,0.969006359577179
0.03352013975381851,0.7821927666664124
0.014805005863308907,0.07153179496526718
0.003270634450018406,0.4558359682559967
0.0002867764269467443,0.0496380552649498
0.03478795289993286,0.9708295464515686
0.03392630070447922,0.7718911170959473
0.014804939739406109,0.06141618639230728
0.003667757147923112,0.8943217396736145
0.0002996472467202693,0.8634953498840332
0.03856634348630905,0.8422971963882446
0.032434385269880295,0.9234731197357178
0.014173770323395729,0.9096820950508118
