5,1,tensor(0.0004),0.9699179530143738
5,2,tensor(0.0004),0.9708295464515686
5,3,tensor(0.0004),0.9699179530143738
5,4,tensor(0.0003),0.9708295464515686
5,5,tensor(0.0003),0.9717411398887634
5,6,tensor(0.0004),0.9699179530143738
5,7,tensor(0.0004),0.9699179530143738
5,8,tensor(0.0004),0.9699179530143738
5,9,tensor(0.0004),0.9699179530143738
5,10,tensor(0.0004),0.969006359577179
5,11,tensor(0.0004),0.969006359577179
5,12,tensor(0.0004),0.969006359577179
5,13,tensor(0.0004),0.969006359577179
5,14,tensor(0.0004),0.969006359577179
5,15,tensor(0.0004),0.9699179530143738
5,16,tensor(0.0004),0.9699179530143738
5,17,tensor(0.0004),0.9699179530143738
5,18,tensor(0.0004),0.9699179530143738
5,19,tensor(0.0004),0.969006359577179
5,20,tensor(0.0004),0.969006359577179
5,21,tensor(0.0004),0.969006359577179
5,22,tensor(0.0005),0.969006359577179
5,23,tensor(0.0005),0.969006359577179
5,24,tensor(0.0005),0.9699179530143738
5,25,tensor(0.0005),0.9699179530143738
5,26,tensor(0.0005),0.9699179530143738
5,27,tensor(0.0005),0.9699179530143738
5,28,tensor(0.0005),0.9699179530143738
5,29,tensor(0.0005),0.9699179530143738
5,30,tensor(0.0005),0.9699179530143738
5,31,tensor(0.0005),0.9699179530143738
5,32,tensor(0.0005),0.9699179530143738
5,33,tensor(0.0005),0.9699179530143738
5,34,tensor(0.0005),0.9699179530143738
5,35,tensor(0.0005),0.9699179530143738
5,36,tensor(0.0005),0.9699179530143738
5,37,tensor(0.0005),0.969006359577179
5,38,tensor(0.0005),0.969006359577179
5,39,tensor(0.0005),0.969006359577179
5,40,tensor(0.0005),0.969006359577179
5,41,tensor(0.0005),0.969006359577179
5,42,tensor(0.0005),0.969006359577179
5,43,tensor(0.0005),0.969006359577179
5,44,tensor(0.0005),0.969006359577179
5,45,tensor(0.0005),0.9680948257446289
5,46,tensor(0.0005),0.9680948257446289
5,47,tensor(0.0005),0.9680948257446289
5,48,tensor(0.0005),0.9680948257446289
5,49,tensor(0.0005),0.9680948257446289
5,50,tensor(0.0005),0.969006359577179
5,51,tensor(0.0005),0.9680948257446289
5,52,tensor(0.0005),0.9680948257446289
5,53,tensor(0.0005),0.9680948257446289
5,54,tensor(0.0005),0.9680948257446289
5,55,tensor(0.0005),0.9671832323074341
5,56,tensor(0.0005),0.9671832323074341
5,57,tensor(0.0005),0.9671832323074341
5,58,tensor(0.0005),0.9671832323074341
5,59,tensor(0.0005),0.9671832323074341
5,60,tensor(0.0005),0.9671832323074341
