client_id,communication_round,local_training_loss,local_model_testing_accuracy,global_model_accuracy
4,1,0.028104161843657494,0.9713024497032166,0.044150110334157944
4,2,0.02211657352745533,0.9705665707588196,0.9587932229042053
4,3,0.01812688633799553,0.9690949320793152,0.9617365598678589
4,4,0.015643879771232605,0.968359112739563,0.9632082581520081
4,5,0.013923552818596363,0.9690949320793152,0.9639440774917603
4,6,0.01265849731862545,0.9698307514190674,0.9646798968315125
4,7,0.011692357249557972,0.9705665707588196,0.9661515951156616
4,8,0.010934138670563698,0.972774088382721,0.9654157757759094
4,9,0.010325072333216667,0.972774088382721,0.9646798968315125
4,10,0.009825145825743675,0.972774088382721,0.9639440774917603
4,11,0.00940687581896782,0.972774088382721,0.9646798968315125
4,12,0.009050692431628704,0.9720382690429688,0.9646798968315125
4,13,0.008742649108171463,0.972774088382721,0.9646798968315125
4,14,0.008472815155982971,0.972774088382721,0.9639440774917603
4,15,0.00823352113366127,0.972774088382721,0.9632082581520081
4,16,0.008019223809242249,0.972774088382721,0.9632082581520081
4,17,0.007825607433915138,0.9720382690429688,0.9632082581520081
4,18,0.007649215869605541,0.9720382690429688,0.9632082581520081
4,19,0.007487365510314703,0.9720382690429688,0.9639440774917603
4,20,0.007337880786508322,0.9720382690429688,0.9639440774917603
4,21,0.007199057377874851,0.9720382690429688,0.9639440774917603
4,22,0.007069163024425507,0.9720382690429688,0.9639440774917603
4,23,0.0069471923634409904,0.9720382690429688,0.9639440774917603
4,24,0.006831974722445011,0.9720382690429688,0.9646798968315125
4,25,0.006722620222717524,0.9720382690429688,0.9646798968315125
4,26,0.006618543062359095,0.9713024497032166,0.9646798968315125
4,27,0.006518969777971506,0.9713024497032166,0.9639440774917603
4,28,0.006423479411751032,0.9713024497032166,0.9654157757759094
4,29,0.006331697106361389,0.9713024497032166,0.9654157757759094
4,30,0.01194443367421627,0.972774088382721,0.9654157757759094
4,31,0.012412596493959427,0.9690949320793152,0.9536423683166504
